Sample Number,Parameter Values,Tumor Reduction,Reason For Rejection,Rejection Category
1509,"{""drug_diffusion"": 5.681644820807594e-09, ""drug_efficacy"": 0.5193192232989167, ""drug_loading"": 0.3474293154996042, ""np_diffusion"": 4.272227142485354e-09, ""particle_size_nm"": 65.29493992762055, ""release_rate"": 0.12141154128666196, ""tumor_growth_rate"": 0.048816493555869395, ""uptake_rate"": 0.010067406934579448}",-265.661111466,final tumor volume exceeds the initial tumor volume.,Treatment failure
1512,"{""drug_diffusion"": 1.920992639504147e-09, ""drug_efficacy"": 0.9979871096887123, ""drug_loading"": 0.3137199241257945, ""np_diffusion"": 3.2891296740735326e-09, ""particle_size_nm"": 151.9677788951203, ""release_rate"": 0.023433632900638296, ""tumor_growth_rate"": 0.04178300544929639, ""uptake_rate"": 0.05838166929886769}",-173.17335636,final tumor volume exceeds the initial tumor volume.,Treatment failure
1515,"{""drug_diffusion"": 8.330748918670189e-09, ""drug_efficacy"": 0.4957456961801421, ""drug_loading"": 0.3422197769700239, ""np_diffusion"": 2.0924209949856378e-09, ""particle_size_nm"": 36.31002887660411, ""release_rate"": 0.014860918410822831, ""tumor_growth_rate"": 0.036629785748427075, ""uptake_rate"": 0.03612441389962238}",-586.414697893,final tumor volume exceeds the initial tumor volume.,Treatment failure
1517,"{""drug_diffusion"": 1.56969024822702e-09, ""drug_efficacy"": 0.8988893411201142, ""drug_loading"": 0.7945317206766076, ""np_diffusion"": 6.0439782618947736e-09, ""particle_size_nm"": 113.16117710503251, ""release_rate"": 0.01184225671549628, ""tumor_growth_rate"": 0.04727585289493012, ""uptake_rate"": 0.04954550740696594}",-578.843632468,final tumor volume exceeds the initial tumor volume.,Treatment failure
1521,"{""drug_diffusion"": 5.9483935096805926e-09, ""drug_efficacy"": 0.4099570456626167, ""drug_loading"": 0.8757693504138524, ""np_diffusion"": 1.399251934838832e-09, ""particle_size_nm"": 120.7249360737199, ""release_rate"": 0.03831763768892791, ""tumor_growth_rate"": 0.03590853220894844, ""uptake_rate"": 0.05800600862252499}",-388.017042248,final tumor volume exceeds the initial tumor volume.,Treatment failure
1527,"{""drug_diffusion"": 8.414520418862036e-09, ""drug_efficacy"": 0.6431162911313058, ""drug_loading"": 0.3501938837942968, ""np_diffusion"": 1.1676570647347459e-09, ""particle_size_nm"": 32.16142821852337, ""release_rate"": 0.048646819477743096, ""tumor_growth_rate"": 0.048590313084489564, ""uptake_rate"": 0.07879972815432268}",-328.66290898,final tumor volume exceeds the initial tumor volume.,Treatment failure
1531,"{""drug_diffusion"": 9.214641835219319e-09, ""drug_efficacy"": 0.4322281525971244, ""drug_loading"": 0.6469975397327913, ""np_diffusion"": 8.479164172075665e-09, ""particle_size_nm"": 21.17201505695015, ""release_rate"": 0.010756756625297417, ""tumor_growth_rate"": 0.0162860568146445, ""uptake_rate"": 0.012526038691803666}",-61.0549891349,final tumor volume exceeds the initial tumor volume.,Treatment failure
1532,"{""drug_diffusion"": 5.057676775369685e-09, ""drug_efficacy"": 0.7007118800210882, ""drug_loading"": 0.622294514369219, ""np_diffusion"": 6.960016342671424e-09, ""particle_size_nm"": 78.44335517442101, ""release_rate"": 0.15940969879051958, ""tumor_growth_rate"": 0.047765013234937675, ""uptake_rate"": 0.03808832916551954}",-40.7688563342,final tumor volume exceeds the initial tumor volume.,Treatment failure
1534,"{""drug_diffusion"": 7.200815000567416e-10, ""drug_efficacy"": 0.5325209615939348, ""drug_loading"": 0.20586588547298754, ""np_diffusion"": 7.575402008873013e-09, ""particle_size_nm"": 122.47922692777905, ""release_rate"": 0.06698186127632362, ""tumor_growth_rate"": 0.030360214832110877, ""uptake_rate"": 0.08612106862907505}",-22.1150674823,final tumor volume exceeds the initial tumor volume.,Treatment failure
1535,"{""drug_diffusion"": 1.4393377469628596e-09, ""drug_efficacy"": 0.6262661005373427, ""drug_loading"": 0.6949821267804486, ""np_diffusion"": 1.980167901512103e-10, ""particle_size_nm"": 194.4836243674956, ""release_rate"": 0.1427817105562631, ""tumor_growth_rate"": 0.038148651742350485, ""uptake_rate"": 0.07921052979295776}",-4.457043532,final tumor volume exceeds the initial tumor volume.,Treatment failure
1537,"{""drug_diffusion"": 2.0142820310977372e-10, ""drug_efficacy"": 0.6063015698001446, ""drug_loading"": 0.33780569009434513, ""np_diffusion"": 7.489491328706313e-09, ""particle_size_nm"": 112.28714290108043, ""release_rate"": 0.050731876303785624, ""tumor_growth_rate"": 0.0371735635728941, ""uptake_rate"": 0.01717168066714263}",-83.3863614802,final tumor volume exceeds the initial tumor volume.,Treatment failure
1538,"{""drug_diffusion"": 6.884024940396369e-09, ""drug_efficacy"": 0.45438002746736295, ""drug_loading"": 0.8492858671597814, ""np_diffusion"": 9.617326670660452e-09, ""particle_size_nm"": 116.95327777000475, ""release_rate"": 0.13121308293097114, ""tumor_growth_rate"": 0.02846779388588993, ""uptake_rate"": 0.07221812104173088}",-10.197258002,final tumor volume exceeds the initial tumor volume.,Treatment failure
1541,"{""drug_diffusion"": 9.861124336824636e-09, ""drug_efficacy"": 0.8577150473981061, ""drug_loading"": 0.7215757808121663, ""np_diffusion"": 9.55186640652025e-09, ""particle_size_nm"": 138.64989897022983, ""release_rate"": 0.019397864590022393, ""tumor_growth_rate"": 0.034496855020534886, ""uptake_rate"": 0.09794786251865856}",-152.74420133,final tumor volume exceeds the initial tumor volume.,Treatment failure
1546,"{""drug_diffusion"": 9.001215074153224e-09, ""drug_efficacy"": 0.3750034417701135, ""drug_loading"": 0.21931230976805688, ""np_diffusion"": 1.1839840007681186e-09, ""particle_size_nm"": 76.02840914181066, ""release_rate"": 0.18004327829924718, ""tumor_growth_rate"": 0.04082891445271168, ""uptake_rate"": 0.042583504581780576}",-302.641302605,final tumor volume exceeds the initial tumor volume.,Treatment failure
1547,"{""drug_diffusion"": 5.750983956081973e-09, ""drug_efficacy"": 0.3412166161272343, ""drug_loading"": 0.3196199489116637, ""np_diffusion"": 6.613052010667118e-09, ""particle_size_nm"": 74.72658604920622, ""release_rate"": 0.18293407034259007, ""tumor_growth_rate"": 0.036294549031248784, ""uptake_rate"": 0.05638422007855357}",-241.820303466,final tumor volume exceeds the initial tumor volume.,Treatment failure
1552,"{""drug_diffusion"": 8.6418535103181e-09, ""drug_efficacy"": 0.5067595591529278, ""drug_loading"": 0.6051780354860274, ""np_diffusion"": 7.749498248853481e-09, ""particle_size_nm"": 20.61300096064976, ""release_rate"": 0.13260072771479256, ""tumor_growth_rate"": 0.033772545704796667, ""uptake_rate"": 0.0955214782718903}",-32.970673241,final tumor volume exceeds the initial tumor volume.,Treatment failure
1554,"{""drug_diffusion"": 8.353502055371804e-10, ""drug_efficacy"": 0.7992081317963095, ""drug_loading"": 0.8482661147167294, ""np_diffusion"": 6.892366899586673e-09, ""particle_size_nm"": 84.86676548710513, ""release_rate"": 0.03709649620042344, ""tumor_growth_rate"": 0.04283555830300131, ""uptake_rate"": 0.09886929986490357}",-150.541401245,final tumor volume exceeds the initial tumor volume.,Treatment failure
1557,"{""drug_diffusion"": 5.333646742342438e-09, ""drug_efficacy"": 0.33425428458657197, ""drug_loading"": 0.352981076229531, ""np_diffusion"": 4.02319125300575e-09, ""particle_size_nm"": 126.83108847460618, ""release_rate"": 0.05559701756059626, ""tumor_growth_rate"": 0.03096626853079957, ""uptake_rate"": 0.010355129190107311}",-226.519249917,final tumor volume exceeds the initial tumor volume.,Treatment failure
1558,"{""drug_diffusion"": 1.5569291942530581e-09, ""drug_efficacy"": 0.6547367934441428, ""drug_loading"": 0.968002893136839, ""np_diffusion"": 7.428972972354442e-09, ""particle_size_nm"": 128.30485664441971, ""release_rate"": 0.09985749680451202, ""tumor_growth_rate"": 0.04808634674710113, ""uptake_rate"": 0.018281312363337746}",-100.942204153,final tumor volume exceeds the initial tumor volume.,Treatment failure
1560,"{""drug_diffusion"": 3.332482529138652e-09, ""drug_efficacy"": 0.7681133209454825, ""drug_loading"": 0.30362083317825134, ""np_diffusion"": 2.7600626110684764e-10, ""particle_size_nm"": 57.94923185796373, ""release_rate"": 0.032890077334466264, ""tumor_growth_rate"": 0.03503078224297147, ""uptake_rate"": 0.041968773360381864}",-103.185343405,final tumor volume exceeds the initial tumor volume.,Treatment failure
1561,"{""drug_diffusion"": 9.440181689215034e-09, ""drug_efficacy"": 0.7245440253595574, ""drug_loading"": 0.9508792272283029, ""np_diffusion"": 2.5380874298147196e-09, ""particle_size_nm"": 121.82434323463812, ""release_rate"": 0.12263647649857398, ""tumor_growth_rate"": 0.04494790536867694, ""uptake_rate"": 0.015497836443406816}",-11.9795468735,final tumor volume exceeds the initial tumor volume.,Treatment failure
1563,"{""drug_diffusion"": 8.07007876157071e-09, ""drug_efficacy"": 0.37488379950763595, ""drug_loading"": 0.5079157481134464, ""np_diffusion"": 9.755105898300673e-09, ""particle_size_nm"": 141.64817536676708, ""release_rate"": 0.011312205755832128, ""tumor_growth_rate"": 0.01159283000135062, ""uptake_rate"": 0.03189006115497729}",-26.6404201254,final tumor volume exceeds the initial tumor volume.,Treatment failure
1564,"{""drug_diffusion"": 5.1697271718772414e-09, ""drug_efficacy"": 0.31009528517577944, ""drug_loading"": 0.3887602839771457, ""np_diffusion"": 6.261745958785144e-09, ""particle_size_nm"": 199.64112010124802, ""release_rate"": 0.11347758471117345, ""tumor_growth_rate"": 0.02807055185689638, ""uptake_rate"": 0.04247007924652371}",-129.137015727,final tumor volume exceeds the initial tumor volume.,Treatment failure
1566,"{""drug_diffusion"": 5.20353499721189e-10, ""drug_efficacy"": 0.6884986498544114, ""drug_loading"": 0.612054556766914, ""np_diffusion"": 4.1232035264654864e-10, ""particle_size_nm"": 57.269067014676416, ""release_rate"": 0.115734125974558, ""tumor_growth_rate"": 0.0454202144543892, ""uptake_rate"": 0.036845198950477866}",-47.1701964137,final tumor volume exceeds the initial tumor volume.,Treatment failure
1569,"{""drug_diffusion"": 7.660339563771988e-09, ""drug_efficacy"": 0.4262549339153847, ""drug_loading"": 0.8060813991035944, ""np_diffusion"": 5.035929646197445e-09, ""particle_size_nm"": 161.57096005632536, ""release_rate"": 0.14480050718016194, ""tumor_growth_rate"": 0.04515899163679042, ""uptake_rate"": 0.011644539214747621}",-316.471967792,final tumor volume exceeds the initial tumor volume.,Treatment failure
1570,"{""drug_diffusion"": 1.936599814870336e-09, ""drug_efficacy"": 0.4874479730709035, ""drug_loading"": 0.6172401952254498, ""np_diffusion"": 9.954867244007628e-09, ""particle_size_nm"": 171.2987868919106, ""release_rate"": 0.1838547480138789, ""tumor_growth_rate"": 0.032299347059303526, ""uptake_rate"": 0.03297388458210028}",-15.2224845888,final tumor volume exceeds the initial tumor volume.,Treatment failure
1574,"{""drug_diffusion"": 1.6371410144833784e-09, ""drug_efficacy"": 0.6749610969541128, ""drug_loading"": 0.7324515800143503, ""np_diffusion"": 5.972046119793859e-09, ""particle_size_nm"": 104.93902310966172, ""release_rate"": 0.010015378281380733, ""tumor_growth_rate"": 0.023914604187129013, ""uptake_rate"": 0.0433389480170134}",-125.193364686,final tumor volume exceeds the initial tumor volume.,Treatment failure
1575,"{""drug_diffusion"": 8.791075682740986e-09, ""drug_efficacy"": 0.41883031641488516, ""drug_loading"": 0.8029835807010237, ""np_diffusion"": 9.931476181910782e-09, ""particle_size_nm"": 194.69193911952996, ""release_rate"": 0.07483169111456667, ""tumor_growth_rate"": 0.03155078579727435, ""uptake_rate"": 0.06482661496891155}",-105.460919361,final tumor volume exceeds the initial tumor volume.,Treatment failure
1576,"{""drug_diffusion"": 3.6157926178596235e-09, ""drug_efficacy"": 0.5775088298555676, ""drug_loading"": 0.2012899374405593, ""np_diffusion"": 8.867089995724153e-09, ""particle_size_nm"": 21.473968788199503, ""release_rate"": 0.12752660914984726, ""tumor_growth_rate"": 0.04049472240114139, ""uptake_rate"": 0.015234199451438162}",-46.6773366539,final tumor volume exceeds the initial tumor volume.,Treatment failure
1577,"{""drug_diffusion"": 4.562761678967813e-09, ""drug_efficacy"": 0.39713785271818514, ""drug_loading"": 0.9305763621902494, ""np_diffusion"": 5.901519059592638e-09, ""particle_size_nm"": 49.75306522245839, ""release_rate"": 0.03243855648471251, ""tumor_growth_rate"": 0.024531269569958998, ""uptake_rate"": 0.05507139293431297}",-140.948122074,final tumor volume exceeds the initial tumor volume.,Treatment failure
1578,"{""drug_diffusion"": 4.226725564246816e-09, ""drug_efficacy"": 0.436905754262344, ""drug_loading"": 0.4718116678444295, ""np_diffusion"": 4.4453570487993824e-10, ""particle_size_nm"": 25.966258453642308, ""release_rate"": 0.18809907628137348, ""tumor_growth_rate"": 0.029503064297398095, ""uptake_rate"": 0.020348316677141903}",-27.1759730467,final tumor volume exceeds the initial tumor volume.,Treatment failure
1579,"{""drug_diffusion"": 9.57233678689659e-09, ""drug_efficacy"": 0.35210405014917256, ""drug_loading"": 0.5339879843207067, ""np_diffusion"": 9.12635534504719e-09, ""particle_size_nm"": 167.99675050098625, ""release_rate"": 0.07547866701614878, ""tumor_growth_rate"": 0.045486978179477604, ""uptake_rate"": 0.03246095096165295}",-546.985508045,final tumor volume exceeds the initial tumor volume.,Treatment failure
1580,"{""drug_diffusion"": 1.9418050735869042e-09, ""drug_efficacy"": 0.5914332917528493, ""drug_loading"": 0.7192761734147481, ""np_diffusion"": 9.21179610290046e-09, ""particle_size_nm"": 112.23781028623729, ""release_rate"": 0.025890065582793026, ""tumor_growth_rate"": 0.02580255064959596, ""uptake_rate"": 0.09342299513718595}",-85.6304566159,final tumor volume exceeds the initial tumor volume.,Treatment failure
1583,"{""drug_diffusion"": 8.567416595507763e-09, ""drug_efficacy"": 0.36698478493789954, ""drug_loading"": 0.5291174356424864, ""np_diffusion"": 3.549335354311426e-09, ""particle_size_nm"": 194.9139303520274, ""release_rate"": 0.03569591676109394, ""tumor_growth_rate"": 0.015934707175998333, ""uptake_rate"": 0.083177778124957}",-22.9663635915,final tumor volume exceeds the initial tumor volume.,Treatment failure
1585,"{""drug_diffusion"": 5.202801319263128e-09, ""drug_efficacy"": 0.9391503736613518, ""drug_loading"": 0.6208999906691166, ""np_diffusion"": 2.1577989943538875e-09, ""particle_size_nm"": 122.1917399189269, ""release_rate"": 0.050694331698587766, ""tumor_growth_rate"": 0.04645213194356445, ""uptake_rate"": 0.034205138800833645}",-21.3495225535,final tumor volume exceeds the initial tumor volume.,Treatment failure
1590,"{""drug_diffusion"": 5.617349525220597e-09, ""drug_efficacy"": 0.48605872579278586, ""drug_loading"": 0.5583065099352111, ""np_diffusion"": 2.4721701780050696e-10, ""particle_size_nm"": 150.0451853891825, ""release_rate"": 0.13320862834877584, ""tumor_growth_rate"": 0.04125148516444705, ""uptake_rate"": 0.08836175020296771}",-165.852676191,final tumor volume exceeds the initial tumor volume.,Treatment failure
1597,"{""drug_diffusion"": 1.1648962284292164e-09, ""drug_efficacy"": 0.43723529359907404, ""drug_loading"": 0.4236982239975109, ""np_diffusion"": 2.367307530443535e-10, ""particle_size_nm"": 186.60936955784504, ""release_rate"": 0.09105953759720019, ""tumor_growth_rate"": 0.03840171810938023, ""uptake_rate"": 0.0410970753486775}",-200.784765427,final tumor volume exceeds the initial tumor volume.,Treatment failure
1598,"{""drug_diffusion"": 6.17637575874582e-10, ""drug_efficacy"": 0.32684229776895424, ""drug_loading"": 0.5561985174696868, ""np_diffusion"": 4.552604282322032e-09, ""particle_size_nm"": 129.91745252645785, ""release_rate"": 0.14879774679466343, ""tumor_growth_rate"": 0.04987065370172276, ""uptake_rate"": 0.015471283988232883}",-669.658493035,final tumor volume exceeds the initial tumor volume.,Treatment failure
1600,"{""drug_diffusion"": 9.233070814861842e-09, ""drug_efficacy"": 0.34483700672500694, ""drug_loading"": 0.29642017155409384, ""np_diffusion"": 8.95812287095368e-09, ""particle_size_nm"": 194.96788512854215, ""release_rate"": 0.17207052823734506, ""tumor_growth_rate"": 0.045761807279443345, ""uptake_rate"": 0.05243095433903521}",-493.203272765,final tumor volume exceeds the initial tumor volume.,Treatment failure
1601,"{""drug_diffusion"": 9.824767627939965e-09, ""drug_efficacy"": 0.5468520015771694, ""drug_loading"": 0.3824976874705545, ""np_diffusion"": 2.059871281995467e-10, ""particle_size_nm"": 181.41200926739904, ""release_rate"": 0.10314651719487093, ""tumor_growth_rate"": 0.049436446544163286, ""uptake_rate"": 0.05424192339896883}",-274.605948136,final tumor volume exceeds the initial tumor volume.,Treatment failure
1606,"{""drug_diffusion"": 6.271099570335274e-09, ""drug_efficacy"": 0.7572422148817117, ""drug_loading"": 0.9453401896189255, ""np_diffusion"": 4.6110360959992754e-09, ""particle_size_nm"": 107.37142645515814, ""release_rate"": 0.030132807976220213, ""tumor_growth_rate"": 0.04401487534012277, ""uptake_rate"": 0.04889134967743625}",-289.656110873,final tumor volume exceeds the initial tumor volume.,Treatment failure
